cond1_vs_cond2,group,condition1,condition2
NZBW_IFN_adV_CD11clo_vs_NZBW_IFN_adV_CD11chi,group,CD11chi_mic_NZBW_IFN_adV_180320,CD11clo_mic_NZBW_IFN_adV_180320
NZBWcostimblock_CD11clo_vs_NZBWcostimblock_CD11chi,group,CD11chi_mic_NZBWcostimblock_180418,CD11clo_mic_NZBWcostimblock_180418
NZBW_CD11clo_vs_NZBW_CD11chi,group,CD11chi_mic_NZBW,CD11clo_mic_NZBW
